experiment,dataset,seed,model,method,pi_train,pi_test,c10,c01,tp,fp,tn,fn,tpr,fpr,tnr,fnr,precision,recall,f1,accuracy,risk,roc_auc,pr_auc,brier,logloss,threshold,neff,notes
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.5,1.0,1.0,85,0,94,9,0.9042553191489362,0.0,1.0,0.0957446808510638,1.0,0.9042553191489362,0.9497206703910615,0.9521276595744681,0.047872340425531915,0.9900407424173835,0.9912345907943855,0.039905321776360886,0.1335204804903109,0.0,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.5,1.0,1.0,88,6,88,6,0.9361702127659575,0.06382978723404255,0.9361702127659575,0.06382978723404253,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.06382978723404255,0.9900407424173835,0.9912345907943854,0.03864489062698838,0.11611844331509154,0.0,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.5,10.0,1.0,79,0,94,15,0.8404255319148937,0.0,1.0,0.15957446808510634,1.0,0.8404255319148937,0.9132947976878613,0.9202127659574468,0.0797872340425532,0.9900407424173835,0.9912345907943855,0.039905321776360886,0.1335204804903109,2.302585092994046,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.5,10.0,1.0,84,0,94,10,0.8936170212765957,0.0,1.0,0.1063829787234043,1.0,0.8936170212765957,0.9438202247191011,0.9468085106382979,0.05319148936170213,0.9900407424173835,0.9912345907943854,0.03864489062698838,0.11611844331509154,2.302585092994046,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.5,1.0,10.0,88,12,82,6,0.9361702127659575,0.1276595744680851,0.8723404255319149,0.06382978723404253,0.88,0.9361702127659575,0.9072164948453608,0.9042553191489362,0.3829787234042553,0.9900407424173835,0.9912345907943855,0.039905321776360886,0.1335204804903109,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.5,1.0,10.0,93,21,73,1,0.9893617021276596,0.22340425531914893,0.776595744680851,0.010638297872340385,0.8157894736842105,0.9893617021276596,0.8942307692307693,0.8829787234042553,0.16489361702127658,0.9900407424173835,0.9912345907943854,0.03864489062698838,0.11611844331509154,-2.3025850929940455,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,35,0,150,3,0.9210526315789473,0.0,1.0,0.07894736842105265,1.0,0.9210526315789473,0.958904109589041,0.9840425531914894,0.015957446808510637,0.9914035087719298,0.9803556187766713,0.015574604430206019,0.06538419364415063,0.0,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.2,1.0,1.0,35,0,150,3,0.9210526315789473,0.0,1.0,0.07894736842105265,1.0,0.9210526315789473,0.958904109589041,0.9840425531914894,0.015957446808510637,0.9914035087719298,0.9803556187766713,0.015574604430238054,0.06538422258974999,0.0,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.2,10.0,1.0,33,0,150,5,0.868421052631579,0.0,1.0,0.13157894736842102,1.0,0.868421052631579,0.9295774647887324,0.973404255319149,0.026595744680851064,0.9914035087719298,0.9803556187766713,0.015574604430206019,0.06538419364415063,2.302585092994046,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.2,10.0,1.0,33,0,150,5,0.868421052631579,0.0,1.0,0.13157894736842102,1.0,0.868421052631579,0.9295774647887324,0.973404255319149,0.026595744680851064,0.9914035087719298,0.9803556187766713,0.015574604430238054,0.06538422258974999,2.302585092994046,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.2,1.0,10.0,36,13,137,2,0.9473684210526315,0.08666666666666667,0.9133333333333333,0.052631578947368474,0.7346938775510204,0.9473684210526315,0.8275862068965517,0.9202127659574468,0.17553191489361702,0.9914035087719298,0.9803556187766713,0.015574604430206019,0.06538419364415063,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.2,1.0,10.0,36,13,137,2,0.9473684210526315,0.08666666666666667,0.9133333333333333,0.052631578947368474,0.7346938775510204,0.9473684210526315,0.8275862068965517,0.9202127659574468,0.17553191489361702,0.9914035087719298,0.9803556187766713,0.015574604430238054,0.06538422258974999,-2.3025850929940455,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.1,1.0,1.0,18,0,169,1,0.9473684210526315,0.0,1.0,0.052631578947368474,1.0,0.9473684210526315,0.972972972972973,0.9946808510638298,0.005319148936170213,0.9943942696979134,0.9743954480796584,0.009920521093034818,0.04617231837290418,0.0,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.1,1.0,1.0,18,0,169,1,0.9473684210526315,0.0,1.0,0.052631578947368474,1.0,0.9473684210526315,0.972972972972973,0.9946808510638298,0.005319148936170213,0.9943942696979134,0.9743954480796586,0.007330670053263864,0.03682703580512923,0.0,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.1,10.0,1.0,16,0,169,3,0.8421052631578947,0.0,1.0,0.1578947368421053,1.0,0.8421052631578947,0.9142857142857143,0.9840425531914894,0.015957446808510637,0.9943942696979134,0.9743954480796584,0.009920521093034818,0.04617231837290418,2.302585092994046,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.1,10.0,1.0,16,0,169,3,0.8421052631578947,0.0,1.0,0.1578947368421053,1.0,0.8421052631578947,0.9142857142857143,0.9840425531914894,0.015957446808510637,0.9943942696979134,0.9743954480796586,0.007330670053263864,0.03682703580512923,2.302585092994046,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.1,1.0,10.0,18,18,151,1,0.9473684210526315,0.10650887573964497,0.893491124260355,0.052631578947368474,0.5,0.9473684210526315,0.6545454545454545,0.898936170212766,0.14893617021276595,0.9943942696979134,0.9743954480796584,0.009920521093034818,0.04617231837290418,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.1,1.0,10.0,18,10,159,1,0.9473684210526315,0.05917159763313609,0.9408284023668639,0.052631578947368474,0.6428571428571429,0.9473684210526315,0.7659574468085106,0.9414893617021277,0.10638297872340426,0.9943942696979134,0.9743954480796586,0.007330670053263864,0.03682703580512923,-2.3025850929940455,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.05,1.0,1.0,9,0,179,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0000000000000002,0.005290488458399076,0.03172957599968218,0.0,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.05,1.0,1.0,8,0,179,1,0.8888888888888888,0.0,1.0,0.11111111111111116,1.0,0.8888888888888888,0.9411764705882353,0.9946808510638298,0.005319148936170213,1.0,1.0,0.0017901140220628717,0.01124846333370923,0.0,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.05,10.0,1.0,8,0,179,1,0.8888888888888888,0.0,1.0,0.11111111111111116,1.0,0.8888888888888888,0.9411764705882353,0.9946808510638298,0.005319148936170213,1.0,1.0000000000000002,0.005290488458399076,0.03172957599968218,2.302585092994046,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.05,10.0,1.0,8,0,179,1,0.8888888888888888,0.0,1.0,0.11111111111111116,1.0,0.8888888888888888,0.9411764705882353,0.9946808510638298,0.005319148936170213,1.0,1.0,0.0017901140220628717,0.01124846333370923,2.302585092994046,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.05,1.0,10.0,9,18,161,0,1.0,0.1005586592178771,0.8994413407821229,0.0,0.3333333333333333,1.0,0.5,0.9042553191489362,0.09574468085106383,1.0,1.0000000000000002,0.005290488458399076,0.03172957599968218,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.05,1.0,10.0,9,0,179,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0017901140220628717,0.01124846333370923,-2.3025850929940455,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.01,1.0,1.0,2,0,186,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.005556491131179978,0.03385954171882594,0.0,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.01,1.0,1.0,1,0,186,1,0.5,0.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.9946808510638298,0.005319148936170213,1.0,1.0,0.003832421269432321,0.011554187278871895,0.0,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.01,10.0,1.0,1,0,186,1,0.5,0.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.9946808510638298,0.005319148936170213,1.0,1.0,0.005556491131179978,0.03385954171882594,2.302585092994046,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.01,10.0,1.0,1,0,186,1,0.5,0.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.9946808510638298,0.005319148936170213,1.0,1.0,0.003832421269432321,0.011554187278871895,2.302585092994046,,offset_corrected
exp4,breast_cancer,0,LogisticRegression,nocorr,0.2,0.01,1.0,10.0,2,20,166,0,1.0,0.10752688172043011,0.8924731182795699,0.0,0.09090909090909091,1.0,0.16666666666666666,0.8936170212765957,0.10638297872340426,1.0,1.0,0.005556491131179978,0.03385954171882594,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,0,LogisticRegression,offset,0.2,0.01,1.0,10.0,2,0,186,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.003832421269432321,0.011554187278871895,-2.3025850929940455,,offset_corrected
exp4,breast_cancer,1,LogisticRegression,nocorr,0.2,0.5,1.0,1.0,87,0,94,7,0.925531914893617,0.0,1.0,0.07446808510638303,1.0,0.925531914893617,0.9613259668508287,0.9627659574468085,0.03723404255319149,0.9876641014033499,0.9907273867112253,0.03215546114371983,0.1594090261172599,0.0,,fixed_threshold
exp4,breast_cancer,1,LogisticRegression,offset,0.2,0.5,1.0,1.0,90,2,92,4,0.9574468085106383,0.02127659574468085,0.9787234042553191,0.04255319148936165,0.9782608695652174,0.9574468085106383,0.967741935483871,0.9680851063829787,0.031914893617021274,0.9876641014033499,0.9907273867112253,0.029736800395544036,0.126854518192797,0.0,,offset_corrected
exp4,breast_cancer,1,LogisticRegression,nocorr,0.2,0.5,10.0,1.0,77,0,94,17,0.8191489361702128,0.0,1.0,0.18085106382978722,1.0,0.8191489361702128,0.9005847953216374,0.9095744680851063,0.09042553191489362,0.9876641014033499,0.9907273867112253,0.03215546114371983,0.1594090261172599,2.302585092994046,,fixed_threshold
exp4,breast_cancer,1,LogisticRegression,offset,0.2,0.5,10.0,1.0,87,0,94,7,0.925531914893617,0.0,1.0,0.07446808510638303,1.0,0.925531914893617,0.9613259668508287,0.9627659574468085,0.03723404255319149,0.9876641014033499,0.9907273867112253,0.029736800395544036,0.126854518192797,2.302585092994046,,offset_corrected
exp4,breast_cancer,1,LogisticRegression,nocorr,0.2,0.5,1.0,10.0,90,4,90,4,0.9574468085106383,0.0425531914893617,0.9574468085106383,0.04255319148936165,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.23404255319148937,0.9876641014033499,0.9907273867112253,0.03215546114371983,0.1594090261172599,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,1,LogisticRegression,offset,0.2,0.5,1.0,10.0,91,9,85,3,0.9680851063829787,0.09574468085106383,0.9042553191489362,0.03191489361702127,0.91,0.9680851063829787,0.9381443298969072,0.9361702127659575,0.2074468085106383,0.9876641014033499,0.9907273867112253,0.029736800395544036,0.126854518192797,-2.3025850929940455,,offset_corrected
exp4,breast_cancer,1,LogisticRegression,nocorr,0.2,0.2,1.0,1.0,33,0,150,5,0.868421052631579,0.0,1.0,0.13157894736842102,1.0,0.868421052631579,0.9295774647887324,0.973404255319149,0.026595744680851064,0.9926315789473684,0.9776380527659814,0.023853850250079474,0.08681817262033702,0.0,,fixed_threshold
exp4,breast_cancer,1,LogisticRegression,offset,0.2,0.2,1.0,1.0,33,0,150,5,0.868421052631579,0.0,1.0,0.13157894736842102,1.0,0.868421052631579,0.9295774647887324,0.973404255319149,0.026595744680851064,0.9926315789473684,0.9776380527659815,0.02385385025017225,0.08681825842328084,0.0,,offset_corrected
exp4,breast_cancer,1,LogisticRegression,nocorr,0.2,0.2,10.0,1.0,28,0,150,10,0.7368421052631579,0.0,1.0,0.26315789473684215,1.0,0.7368421052631579,0.8484848484848485,0.9468085106382979,0.05319148936170213,0.9926315789473684,0.9776380527659814,0.023853850250079474,0.08681817262033702,2.302585092994046,,fixed_threshold
exp4,breast_cancer,1,LogisticRegression,offset,0.2,0.2,10.0,1.0,28,0,150,10,0.7368421052631579,0.0,1.0,0.26315789473684215,1.0,0.7368421052631579,0.8484848484848485,0.9468085106382979,0.05319148936170213,0.9926315789473684,0.9776380527659815,0.02385385025017225,0.08681825842328084,2.302585092994046,,offset_corrected
exp4,breast_cancer,1,LogisticRegression,nocorr,0.2,0.2,1.0,10.0,35,4,146,3,0.9210526315789473,0.02666666666666667,0.9733333333333334,0.07894736842105265,0.8974358974358975,0.9210526315789473,0.9090909090909091,0.9627659574468085,0.18085106382978725,0.9926315789473684,0.9776380527659814,0.023853850250079474,0.08681817262033702,-2.3025850929940455,,fixed_threshold
exp4,breast_cancer,1,LogisticRegression,offset,0.2,0.2,1.0,10.0,35,4,146,3,0.9210526315789473,0.02666666666666667,0.9733333333333334,0.07894736842105265,0.8974358974358975,0.9210526315789473,0.9090909090909091,0.9627659574468085,0.18085106382978725,0.9926315789473684,0.9776380527659815,0.02385385025017225,0.08681825842328084,-2.3025850929940455,,offset_corrected
